OrphaCode,DisorderName,DisorderType,HPOTerm0,HPOFrequency0,HPOTerm1,HPOFrequency1,HPOTerm2,HPOFrequency2,HPOTerm3,HPOFrequency3,HPOTerm4,HPOFrequency4,HPOTerm5,HPOFrequency5,HPOTerm6,HPOFrequency6,HPOTerm7,HPOFrequency7,HPOTerm8,HPOFrequency8,HPOTerm9,HPOFrequency9,HPOTerm10,HPOFrequency10,HPOTerm11,HPOFrequency11
391474,Frontorhiny,Malformation syndrome,Cleft palate,Frequent (79-30%),Epicanthus,Frequent (79-30%),Hypertelorism,Frequent (79-30%),Hypoplasia of the maxilla,Frequent (79-30%),Widow's peak,Frequent (79-30%),"Low-set, posteriorly rotated ears",Frequent (79-30%),Preauricular skin tag,Frequent (79-30%),Strabismus,Frequent (79-30%),Ptosis,Frequent (79-30%),Cataract,Frequent (79-30%),Microphthalmia,Frequent (79-30%),Iris coloboma,Frequent (79-30%)
398156,Oculoauriculofrontonasal syndrome,Malformation syndrome,Hypertelorism,Very frequent (99-80%),Bifid nasal tip,Very frequent (99-80%),Narrow mouth,Frequent (79-30%),Microcephaly,Frequent (79-30%),Broad philtrum,Frequent (79-30%),Facial asymmetry,Frequent (79-30%),Micrognathia,Frequent (79-30%),Preauricular skin tag,Frequent (79-30%),Conductive hearing impairment,Frequent (79-30%),Underdeveloped nasal alae,Frequent (79-30%),Wide nose,Frequent (79-30%),Upper eyelid coloboma,Frequent (79-30%)
1521,Craniofrontonasal dysplasia-Poland anomaly syndrome,Malformation syndrome,Hypertelorism,Very frequent (99-80%),Wide nose,Very frequent (99-80%),Broad nasal tip,Very frequent (99-80%),Craniosynostosis,Very frequent (99-80%),Midline nasal groove,Very frequent (99-80%),Aplasia/Hypoplasia involving bones of the skull,Very frequent (99-80%),Bifid uterus,Frequent (79-30%),Wide mouth,Frequent (79-30%),Short lingual frenulum,Frequent (79-30%),High palate,Frequent (79-30%),Webbed neck,Frequent (79-30%),Strabismus,Frequent (79-30%)
306542,Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome,Malformation syndrome,Cleft eyelid,Frequent (79-30%),Sparse eyelashes,Frequent (79-30%),Brachydactyly,Frequent (79-30%),Agenesis of corpus callosum,Frequent (79-30%),Facial cleft,Frequent (79-30%),Pectoral muscle hypoplasia/aplasia,Frequent (79-30%),Hypoplasia of the frontal bone,Frequent (79-30%),Aplasia/Hypoplasia of the frontal sinuses,Frequent (79-30%),Bifid nose,Frequent (79-30%),Finger clinodactyly,Frequent (79-30%),Sparse eyebrow,Frequent (79-30%),Camptodactyly of finger,Frequent (79-30%)
488437,SIX2-related frontonasal dysplasia,Malformation syndrome,High forehead,Very frequent (99-80%),Broad nasal tip,Very frequent (99-80%),Ptosis,Very frequent (99-80%),Epicanthus inversus,Very frequent (99-80%),Frontal bossing,Very frequent (99-80%),Depressed nasal bridge,Very frequent (99-80%),Absent/hypoplastic paranasal sinuses,Very frequent (99-80%),Aplasia/Hypoplasia of the frontal sinuses,Very frequent (99-80%),Macrocephaly,Frequent (79-30%),Wide anterior fontanel,Frequent (79-30%),Hypertelorism,Frequent (79-30%),Posteriorly rotated ears,Frequent (79-30%)
369847,Intellectual disability-hyperkinetic movement-truncal ataxia syndrome,Disease,Cataract,Frequent (79-30%),Intellectual disability,Frequent (79-30%),Global developmental delay,Frequent (79-30%),Chorea,Frequent (79-30%),Truncal ataxia,Frequent (79-30%),Difficulty walking,Frequent (79-30%),Hyperkinetic movements,Frequent (79-30%),Scoliosis,Frequent (79-30%),Myopathy,Frequent (79-30%),Myalgia,Frequent (79-30%),Limb-girdle muscular dystrophy,Frequent (79-30%),Exercise-induced muscle fatigue,Frequent (79-30%)
140989,Primary angiitis of the central nervous system,Disease,Cerebral vasculitis,Very frequent (99-80%),Hemiparesis,Frequent (79-30%),Stroke,Frequent (79-30%),Nausea and vomiting,Frequent (79-30%),Headache,Frequent (79-30%),Transient ischemic attack,Frequent (79-30%),Aphasia,Frequent (79-30%),Paralysis,Frequent (79-30%),Multifocal cerebral white matter abnormalities,Frequent (79-30%),Recurrent subcortical infarcts,Frequent (79-30%),CSF pleocytosis,Frequent (79-30%),Abnormal CSF protein level,Frequent (79-30%)
71517,Rapid-onset dystonia-parkinsonism,Disease,Hypomimic face,Frequent (79-30%),Torticollis,Frequent (79-30%),Dysarthria,Frequent (79-30%),Motor delay,Frequent (79-30%),Parkinsonism,Frequent (79-30%),Dysphagia,Frequent (79-30%),Gait ataxia,Frequent (79-30%),Bradykinesia,Frequent (79-30%),Postural instability,Frequent (79-30%),Mutism,Frequent (79-30%),Drooling,Frequent (79-30%),Limb dystonia,Frequent (79-30%)
513436,Autosomal recessive spastic paraplegia type 78,Disease,Hallucinations,Very rare (&lt;4-1%),Progressive extrapyramidal movement disorder,Very rare (&lt;4-1%),Skeletal muscle atrophy,Excluded (0%),Strabismus,Very frequent (99-80%),Dysarthria,Very frequent (99-80%),Cerebellar atrophy,Very frequent (99-80%),Hyperreflexia,Very frequent (99-80%),Progressive cerebellar ataxia,Very frequent (99-80%),Cerebral cortical atrophy,Very frequent (99-80%),Difficulty walking,Very frequent (99-80%),Peripheral axonal neuropathy,Very frequent (99-80%),EMG: axonal abnormality,Very frequent (99-80%)
94124,Spinocerebellar ataxia with axonal neuropathy type 1,Disease,Gaze-evoked nystagmus,Frequent (79-30%),Ataxia,Frequent (79-30%),Areflexia,Frequent (79-30%),Pes cavus,Frequent (79-30%),Impaired vibration sensation in the lower limbs,Frequent (79-30%),Global brain atrophy,Frequent (79-30%),Spastic dysarthria,Frequent (79-30%),Spinocerebellar tract degeneration,Frequent (79-30%),Hypoalbuminemia,Frequent (79-30%),Hypercholesterolemia,Frequent (79-30%),Steppage gait,Frequent (79-30%),Distal amyotrophy,Frequent (79-30%)
275872,Frontotemporal dementia with motor neuron disease,Disease,Abnormal upper motor neuron morphology,Very frequent (99-80%),Frontotemporal dementia,Very frequent (99-80%),Abnormal lower motor neuron morphology,Very frequent (99-80%),Behavioral abnormality,Frequent (79-30%),Depressivity,Frequent (79-30%),Hallucinations,Frequent (79-30%),Apathy,Frequent (79-30%),Dysarthria,Frequent (79-30%),Parkinsonism,Frequent (79-30%),Dysphagia,Frequent (79-30%),Abnormality of extrapyramidal motor function,Frequent (79-30%),Progressive cerebellar ataxia,Frequent (79-30%)
168782,Childhood disintegrative disorder,Disease,Motor deterioration,Occasional (29-5%),Developmental regression,Occasional (29-5%),"Intellectual disability, severe",Occasional (29-5%),Seizures,Very rare (&lt;4-1%),Autistic behavior,Very frequent (99-80%),Mental deterioration,Very frequent (99-80%),Progressive language deterioration,Very frequent (99-80%),Abnormal emotion/affect behavior,Very frequent (99-80%),Urinary incontinence,Frequent (79-30%),Stereotypy,Frequent (79-30%),Impaired social interactions,Frequent (79-30%),Anxiety,Frequent (79-30%)
137754,Neurological conditions associated with aminoacylase 1 deficiency,Disease,Muscular hypotonia,Frequent (79-30%),Encephalopathy,Frequent (79-30%),Generalized muscle weakness,Frequent (79-30%),Seizures,Occasional (29-5%),Global developmental delay,Occasional (29-5%),Vomiting,Occasional (29-5%),Apnea,Occasional (29-5%),Syringomyelia,Occasional (29-5%),Aplasia/Hypoplasia of the cerebellar vermis,Occasional (29-5%),Aplasia/Hypoplasia of the corpus callosum,Occasional (29-5%),Hypertelorism,Very rare (&lt;4-1%),Sensorineural hearing impairment,Very rare (&lt;4-1%)
98916,Acute inflammatory demyelinating polyradiculoneuropathy,Disease,Acute demyelinating polyneuropathy,Obligate (100%),Hyporeflexia,Frequent (79-30%),Generalized hypotonia,Frequent (79-30%),Recurrent fever,Frequent (79-30%),Drooling,Frequent (79-30%),Unsteady gait,Frequent (79-30%),EMG: neuropathic changes,Frequent (79-30%),Sleepy facial expression,Frequent (79-30%),Distal lower limb muscle weakness,Frequent (79-30%),Dysesthesia,Frequent (79-30%),Impaired oropharyngeal swallow response,Frequent (79-30%),Onion bulb formation,Occasional (29-5%)
209004,Axonal polyneuropathy associated with IgG/IgM/IgA monoclonal gammopathy,Disease,Motor axonal neuropathy,Frequent (79-30%),Chronic axonal neuropathy,Frequent (79-30%),Lower limb muscle weakness,Frequent (79-30%),Sensory axonal neuropathy,Occasional (29-5%),Monoclonal immunoglobulin M proteinemia,Occasional (29-5%),Progressive gait ataxia,Occasional (29-5%),Lower limb pain,Occasional (29-5%),Acroparesthesia,Occasional (29-5%),Lymphoma,Very rare (&lt;4-1%),Multiple myeloma,Very rare (&lt;4-1%),Increased circulating beta-2-microglobulin level,Very rare (&lt;4-1%),Cryoglobulinemia,Very rare (&lt;4-1%)
447753,Autosomal dominant spastic paraplegia type 9A,Disease,Pollakisuria,Occasional (29-5%),Spastic gait,Very frequent (99-80%),Lower limb hyperreflexia,Very frequent (99-80%),Hyperreflexia in upper limbs,Very frequent (99-80%),Pes cavus,Frequent (79-30%),Babinski sign,Frequent (79-30%),Lower limb hypertonia,Frequent (79-30%),Abnormal pyramidal sign,Frequent (79-30%),Abnormality of pain sensation,Frequent (79-30%),Urinary urgency,Occasional (29-5%),Urinary incontinence,Occasional (29-5%),Sensorineural hearing impairment,Occasional (29-5%)
171442,Adult-onset nemaline myopathy,Disease,Myopathy,Very frequent (99-80%),EMG: myopathic abnormalities,Very frequent (99-80%),Nemaline bodies,Very frequent (99-80%),Bradykinesia,Frequent (79-30%),Myalgia,Frequent (79-30%),Upper limb muscle weakness,Frequent (79-30%),Increased variability in muscle fiber diameter,Frequent (79-30%),Neck flexor weakness,Frequent (79-30%),Type 1 muscle fiber predominance,Frequent (79-30%),Increased muscle lipid content,Frequent (79-30%),Paraproteinemia,Frequent (79-30%),High palate,Occasional (29-5%)
171439,Childhood-onset nemaline myopathy,Disease,Areflexia,Occasional (29-5%),Generalized hypotonia,Occasional (29-5%),Facial diplegia,Occasional (29-5%),Flexion contracture,Occasional (29-5%),Slender build,Occasional (29-5%),Breech presentation,Occasional (29-5%),Cardiomyopathy,Occasional (29-5%),Pes cavus,Occasional (29-5%),Fetal akinesia sequence,Occasional (29-5%),Bulbar signs,Occasional (29-5%),Waddling gait,Occasional (29-5%),Scoliosis,Occasional (29-5%)
420492,"Adult-onset cervical dystonia, DYT23 type",Disease,Torticollis,Frequent (79-30%),Myoclonus,Frequent (79-30%),Dysphonia,Frequent (79-30%),Unsteady gait,Frequent (79-30%),Head tremor,Frequent (79-30%),Difficulty walking,Frequent (79-30%),Writer's cramp,Frequent (79-30%),Axial dystonia,Frequent (79-30%),Focal dystonia,Frequent (79-30%),Craniofacial dystonia,Frequent (79-30%),Neck muscle hypertrophy,Frequent (79-30%),Limb tremor,Frequent (79-30%)
210571,Dystonia 16,Disease,Limb dystonia,Very frequent (99-80%),Torticollis,Frequent (79-30%),Dysarthria,Frequent (79-30%),Parkinsonism,Frequent (79-30%),Hyperreflexia,Frequent (79-30%),Dysphonia,Frequent (79-30%),Dysphagia,Frequent (79-30%),Bradykinesia,Frequent (79-30%),Postural tremor,Frequent (79-30%),Orofacial dyskinesia,Frequent (79-30%),Unsteady gait,Frequent (79-30%),Abnormal pyramidal sign,Frequent (79-30%)
401815,Autosomal recessive spastic paraplegia type 66,Disease,Intellectual disability,Frequent (79-30%),Areflexia,Frequent (79-30%),Chronic sensorineural polyneuropathy,Frequent (79-30%),Cerebellar hypoplasia,Frequent (79-30%),Talipes equinovarus,Frequent (79-30%),Lower limb spasticity,Frequent (79-30%),Spastic gait,Frequent (79-30%),Hypoplasia of the corpus callosum,Frequent (79-30%),Impaired vibration sensation in the lower limbs,Frequent (79-30%),Difficulty walking,Frequent (79-30%),Limb hypertonia,Frequent (79-30%),Progressive spastic paraplegia,Frequent (79-30%)
401820,Autosomal recessive spastic paraplegia type 67,Disease,"Intellectual disability, mild",Frequent (79-30%),Global developmental delay,Frequent (79-30%),Agenesis of corpus callosum,Frequent (79-30%),Hyperreflexia,Frequent (79-30%),Lower limb spasticity,Frequent (79-30%),Spastic gait,Frequent (79-30%),Cerebral cortical atrophy,Frequent (79-30%),Difficulty walking,Frequent (79-30%),Babinski sign,Frequent (79-30%),Generalized amyotrophy,Frequent (79-30%),Aplasia/Hypoplasia of the cerebellar vermis,Frequent (79-30%),Progressive spastic paraplegia,Frequent (79-30%)
494526,Infantile-onset generalized dyskinesia with orofacial involvement,Disease,Orofacial dyskinesia,Very frequent (99-80%),Dysarthria,Frequent (79-30%),Motor delay,Frequent (79-30%),Chorea,Frequent (79-30%),Drooling,Frequent (79-30%),Unsteady gait,Frequent (79-30%),Frequent falls,Frequent (79-30%),Muscular hypotonia of the trunk,Frequent (79-30%),Nasogastric tube feeding in infancy,Frequent (79-30%),Feeding difficulties,Frequent (79-30%),Tremor,Occasional (29-5%),Hemiballismus,Occasional (29-5%)
477673,Postnatal microcephaly-infantile hypotonia-spastic diplegia-dysarthria-intellectual disability syndrome,Disease,Microcephaly,Frequent (79-30%),Low-set ears,Frequent (79-30%),Hypotelorism,Frequent (79-30%),Delayed speech and language development,Frequent (79-30%),Intellectual disability,Frequent (79-30%),Spastic paraplegia,Frequent (79-30%),Dysarthria,Frequent (79-30%),Global developmental delay,Frequent (79-30%),Hyperreflexia,Frequent (79-30%),Failure to thrive,Occasional (29-5%),Broad-based gait,Frequent (79-30%),Drooling,Frequent (79-30%)
464282,Spastic paraplegia-severe developmental delay-epilepsy syndrome,Disease,Seizures,Very frequent (99-80%),Global developmental delay,Very frequent (99-80%),Progressive spastic paraplegia,Very frequent (99-80%),Hypertelorism,Frequent (79-30%),Sensorineural hearing impairment,Frequent (79-30%),Deeply set eye,Frequent (79-30%),Myopia,Frequent (79-30%),Retinal dystrophy,Frequent (79-30%),Delayed speech and language development,Frequent (79-30%),Intellectual disability,Frequent (79-30%),Ataxia,Frequent (79-30%),Spasticity,Frequent (79-30%)
401901,Huntington disease-like syndrome due to C9ORF72 expansions,Disease,Inappropriate behavior,Frequent (79-30%),Ataxia,Frequent (79-30%),Rigidity,Frequent (79-30%),Chorea,Frequent (79-30%),Memory impairment,Frequent (79-30%),Cognitive impairment,Frequent (79-30%),Psychosis,Occasional (29-5%),Depressivity,Occasional (29-5%),Anxiety,Occasional (29-5%),Parkinsonism,Occasional (29-5%),Dystonia,Occasional (29-5%),Tremor,Occasional (29-5%)
320360,MT-ATP6-related mitochondrial spastic paraplegia,Disease,Impaired vibration sensation in the lower limbs,Very frequent (99-80%),Progressive spastic paraplegia,Very frequent (99-80%),Lower limb pain,Very frequent (99-80%),Hyperreflexia,Frequent (79-30%),Lower limb spasticity,Frequent (79-30%),Difficulty walking,Frequent (79-30%),Peripheral axonal neuropathy,Frequent (79-30%),Distal lower limb muscle weakness,Frequent (79-30%),Diabetes mellitus,Occasional (29-5%),Abnormal cerebellum morphology,Occasional (29-5%),Cardiomyopathy,Occasional (29-5%),Babinski sign,Occasional (29-5%)
352596,Progressive myoclonic epilepsy with dystonia,Disease,Dystonia,Very frequent (99-80%),Myoclonus,Very frequent (99-80%),Recurrent upper respiratory tract infections,Very frequent (99-80%),Abnormal pyramidal sign,Very frequent (99-80%),Microcephaly,Frequent (79-30%),EEG with irregular generalized spike and wave complexes,Frequent (79-30%),Generalized myoclonic seizures,Frequent (79-30%),Status epilepticus,Frequent (79-30%),Delayed CNS myelination,Frequent (79-30%),Developmental regression,Frequent (79-30%),Generalized neonatal hypotonia,Frequent (79-30%),Feeding difficulties,Frequent (79-30%)
468661,Autosomal recessive spastic paraplegia type 74,Disease,Peripheral axonal neuropathy,Very frequent (99-80%),Progressive spastic paraplegia,Very frequent (99-80%),Visual impairment,Frequent (79-30%),Visual field defect,Frequent (79-30%),Pes cavus,Frequent (79-30%),Difficulty walking,Frequent (79-30%),EMG: neuropathic changes,Frequent (79-30%),Distal amyotrophy,Frequent (79-30%),Distal peripheral sensory neuropathy,Frequent (79-30%),Hyperactive patellar reflex,Frequent (79-30%),Decreased activity of mitochondrial complex II,Frequent (79-30%),Distal lower limb muscle weakness,Frequent (79-30%)
276241,Machado-Joseph disease type 2,Clinical subtype,Progressive external ophthalmoplegia,Very frequent (99-80%),Abnormality of extrapyramidal motor function,Very frequent (99-80%),Progressive cerebellar ataxia,Very frequent (99-80%),Proptosis,Frequent (79-30%),Supranuclear ophthalmoplegia,Frequent (79-30%),Gaze-evoked nystagmus,Frequent (79-30%),Diplopia,Frequent (79-30%),Delayed speech and language development,Frequent (79-30%),Spasticity,Frequent (79-30%),Dysarthria,Frequent (79-30%),Cerebellar atrophy,Frequent (79-30%),Dystonia,Frequent (79-30%)
276238,Machado-Joseph disease type 1,Clinical subtype,Progressive external ophthalmoplegia,Very frequent (99-80%),Dystonia,Very frequent (99-80%),Abnormality of extrapyramidal motor function,Very frequent (99-80%),Progressive cerebellar ataxia,Very frequent (99-80%),Upper motor neuron dysfunction,Very frequent (99-80%),Abnormal pyramidal sign,Very frequent (99-80%),Peripheral neuropathy,Very frequent (99-80%),Proptosis,Frequent (79-30%),Supranuclear ophthalmoplegia,Frequent (79-30%),Gaze-evoked nystagmus,Frequent (79-30%),Diplopia,Frequent (79-30%),Delayed speech and language development,Frequent (79-30%)
276244,Machado-Joseph disease type 3,Clinical subtype,Babinski sign,Frequent (79-30%),Facial-lingual fasciculations,Frequent (79-30%),Progressive gait ataxia,Frequent (79-30%),Abnormal pyramidal sign,Frequent (79-30%),Substantia nigra gliosis,Frequent (79-30%),Degeneration of the striatum,Frequent (79-30%),Neurogenic bladder,Occasional (29-5%),Vocal cord paralysis,Occasional (29-5%),Vestibular dysfunction,Occasional (29-5%),Dysphagia,Occasional (29-5%),Memory impairment,Occasional (29-5%),Sleep disturbance,Occasional (29-5%)
137888,Auriculocondylar syndrome,Malformation syndrome,Mandibular condyle hypoplasia,Very frequent (99-80%),External ear malformation,Very frequent (99-80%),Cleft helix,Very frequent (99-80%),Narrow mouth,Frequent (79-30%),Glossoptosis,Frequent (79-30%),Cleft palate,Frequent (79-30%),Difficulty in tongue movements,Frequent (79-30%),Bifid uvula,Frequent (79-30%),Full cheeks,Frequent (79-30%),Facial asymmetry,Frequent (79-30%),Micrognathia,Frequent (79-30%),"Low-set, posteriorly rotated ears",Frequent (79-30%)
